,Q18_categorized,Q20_categorized,gambled_before,p_gender_sdc,p_age_group_sdc,Q22,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d
1647,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_1,Q16b_4,Q16c_2,Q16d_3,Q16e_3,Q16f_2,Q16g_2,Q16h_4,Q16i_2,Q17a_2,Q17b_4,Q17c_2,Q17d_2
1648,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_3,Q16d_2,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_1,Q17d_3
1649,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_1,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1650,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_4,Q9c_4,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_2
1651,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_4,Q16b_2,Q16c_1,Q16d_1,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_2,Q17a_2,Q17b_1,Q17c_2,Q17d_2
1652,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_3,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_3
1653,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
1654,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_4,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_3
1655,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_4,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_3,Q16e_3,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
1656,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_4,Q17c_3,Q17d_2
1657,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_2,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_4,Q16b_1,Q16c_1,Q16d_1,Q16e_1,Q16f_4,Q16g_4,Q16h_4,Q16i_1,Q17a_3,Q17b_1,Q17c_4,Q17d_4
1658,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
1659,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_2,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_3
1660,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_4
1661,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_2,Q1_1,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_4,Q16a_1,Q16b_3,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_3,Q17c_2,Q17d_3
1662,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_3,Q16h_1,Q16i_1,Q17a_3,Q17b_1,Q17c_3,Q17d_1
1663,Q18_1,Q20_0,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_1,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_1,Q17d_1
1664,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_4,Q17d_3
1665,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1666,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_3,Q16f_4,Q16g_2,Q16h_3,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1667,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_4,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
1668,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
1669,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_1,Q17b_2,Q17c_3,Q17d_3
1670,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_4,Q9e_4,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_4,Q17b_1,Q17c_4,Q17d_4
1671,Q18_0,Q20_0,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_5,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_3,Q17b_1,Q17c_4,Q17d_4
1672,Q18_0,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_1,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_4
1673,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1674,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_2,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1675,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_3,Q17b_1,Q17c_3,Q17d_4
1676,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1677,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_3,Q17d_2
1678,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_3,Q16c_2,Q16d_4,Q16e_1,Q16f_3,Q16g_4,Q16h_4,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1679,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_5,Q9a_3,Q9b_2,Q9c_2,Q9d_3,Q9e_2,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_3
1680,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_4,Q9c_4,Q9d_4,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
1681,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_1,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_D,Q17d_4
1682,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_4,Q9d_2,Q9e_3,Q16a_1,Q16b_1,Q16c_1,Q16d_1,Q16e_1,Q16f_1,Q16g_1,Q16h_1,Q16i_1,Q17a_1,Q17b_1,Q17c_2,Q17d_1
1683,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1684,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_4,Q9a_4,Q9b_4,Q9c_4,Q9d_4,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_3
1685,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_4,Q9b_3,Q9c_2,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_1,Q17b_1,Q17c_1,Q17d_4
1686,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_2,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_1,Q17a_4,Q17b_2,Q17c_2,Q17d_4
1687,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_5,Q9a_4,Q9b_3,Q9c_2,Q9d_1,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_2,Q16h_3,Q16i_1,Q17a_4,Q17b_2,Q17c_2,Q17d_2
1688,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_3,Q17b_1,Q17c_4,Q17d_3
1689,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1690,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_2,Q9d_3,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_4,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_2
1691,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_2
1692,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_2,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_1,Q17c_2,Q17d_3
1693,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
1694,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_4,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
1695,Q18_1,Q20_2,gambled_12m_1, ,p_age_group_sdc_3,Q22_1,Q1_5,Q9a_3,Q9b_4,Q9c_2,Q9d_2,Q9e_4,Q16a_3,Q16b_1,Q16c_4,Q16d_3,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
1696,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_5,Q9a_2,Q9b_4,Q9c_1,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_4,Q17b_4,Q17c_3,Q17d_4
1697,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1698,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_1,Q9d_3,Q9e_2,Q16a_2,Q16b_1,Q16c_3,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_2
1699,Q18_1,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_1,Q17b_3,Q17c_2,Q17d_2
1700,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_3,Q17d_3
1701,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_1,Q9a_3,Q9b_4,Q9c_1,Q9d_1,Q9e_3,Q16a_1,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1702,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_1,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_2,Q16i_1,Q17a_3,Q17b_1,Q17c_3,Q17d_2
1703,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
1704,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_4,Q9b_3,Q9c_4,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_4,Q17a_4,Q17b_2,Q17c_4,Q17d_3
1705,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_5,Q9a_2,Q9b_4,Q9c_2,Q9d_3,Q9e_4,Q16a_4,Q16b_3,Q16c_4,Q16d_2,Q16e_2,Q16f_2,Q16g_4,Q16h_4,Q16i_2,Q17a_1,Q17b_4,Q17c_1,Q17d_1
1706,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
1707,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_2
1708,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_1,Q17c_2,Q17d_4
1709,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1710,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
1711,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_3
1712,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_3,Q16c_1,Q16d_4,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_3,Q17a_2,Q17b_3,Q17c_3,Q17d_3
1713,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
1714,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_2,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_D,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_2,Q17a_D,Q17b_1,Q17c_2,Q17d_3
1715,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_1,Q9a_2,Q9b_1,Q9c_1,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
1716,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_3
1717,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_1,Q9b_3,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_4,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_2
1718,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_4,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_2,Q17b_1,Q17c_3,Q17d_3
1719,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
1720,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_5,Q9a_4,Q9b_4,Q9c_4,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_2,Q17b_3,Q17c_2,Q17d_2
